(3.696712324401264e-08, 'dataset\\christ_church_000338.jpg')
(1.4811607775830726, 'dataset\\oxford_003271.jpg')
(1.5583049954951693, 'dataset\\magdalen_000009.jpg')
(1.6900402185957248, 'dataset\\christ_church_000584.jpg')
(1.7090978944818578, 'dataset\\oxford_001397.jpg')
(1.7756507559462067, 'dataset\\magdalen_000652.jpg')
(1.813238311422515, 'dataset\\all_souls_000186.jpg')
(1.8162562138400495, 'dataset\\oxford_000708.jpg')
(1.8218866498662631, 'dataset\\ashmolean_000175.jpg')
(1.8273759472395834, 'dataset\\magdalen_000710.jpg')
(1.8820293116487634, 'dataset\\magdalen_000006.jpg')
(1.8840096954445837, 'dataset\\oxford_000865.jpg')
(1.894620423778266, 'dataset\\keble_000232.jpg')
(1.901878990691578, 'dataset\\christ_church_000185.jpg')
(1.91510846843692, 'dataset\\magdalen_000633.jpg')
(1.9367170234988655, 'dataset\\magdalen_000022.jpg')
(1.9527528758948556, 'dataset\\magdalen_000515.jpg')
(1.9538124256369223, 'dataset\\magdalen_000541.jpg')
(1.9548255026015486, 'dataset\\oxford_000780.jpg')
(1.9576963587140817, 'dataset\\new_000863.jpg')
(1.97253716564772, 'dataset\\pitt_rivers_000071.jpg')
(1.9739610323038106, 'dataset\\christ_church_000127.jpg')
(1.9884982293339897, 'dataset\\bodleian_000407.jpg')
(2.0014167582286038, 'dataset\\magdalen_000648.jpg')
(2.0063257064491395, 'dataset\\new_000292.jpg')
(2.0114852378455157, 'dataset\\all_souls_000085.jpg')
(2.011930206220376, 'dataset\\oxford_002646.jpg')
(2.056517428578809, 'dataset\\magdalen_000832.jpg')
(2.076987183749744, 'dataset\\oxford_001312.jpg')
(2.0845177579408265, 'dataset\\new_000307.jpg')
(2.121889875910564, 'dataset\\christ_church_000593.jpg')
(2.12714100063562, 'dataset\\christ_church_000342.jpg')
(2.131919884875351, 'dataset\\magdalen_000831.jpg')
(2.134630308772989, 'dataset\\pitt_rivers_000137.jpg')
(2.135137502682296, 'dataset\\oxford_000235.jpg')
(2.1364135651267318, 'dataset\\oxford_000737.jpg')
(2.144718534282385, 'dataset\\balliol_000053.jpg')
(2.1504829155618657, 'dataset\\oxford_001676.jpg')
(2.157425579119221, 'dataset\\magdalen_000732.jpg')
(2.169324346639675, 'dataset\\christ_church_000278.jpg')
(2.169496812449047, 'dataset\\pitt_rivers_000059.jpg')
(2.1898384608774273, 'dataset\\keble_000234.jpg')
(2.195322448697357, 'dataset\\pitt_rivers_000195.jpg')
(2.2056661411780336, 'dataset\\magdalen_000604.jpg')
(2.2183410607947773, 'dataset\\christ_church_000139.jpg')
(2.2186369970369344, 'dataset\\ashmolean_000232.jpg')
(2.225864719662294, 'dataset\\cornmarket_000132.jpg')
(2.229393663964244, 'dataset\\magdalen_000649.jpg')
(2.2296123995124133, 'dataset\\pitt_rivers_000063.jpg')
(2.2363581649822417, 'dataset\\pitt_rivers_000014.jpg')
(2.240345549900872, 'dataset\\keble_000182.jpg')
(2.2434874368153195, 'dataset\\oriel_000020.jpg')
(2.244686814903784, 'dataset\\new_000538.jpg')
(2.2557285667898297, 'dataset\\oxford_000856.jpg')
(2.2559222527999685, 'dataset\\ashmolean_000118.jpg')
(2.2577886460098195, 'dataset\\jesus_000332.jpg')
(2.259736716940321, 'dataset\\oxford_002276.jpg')
(2.2665016333262313, 'dataset\\oxford_002411.jpg')
(2.2761378679294273, 'dataset\\new_000800.jpg')
(2.2774205769018447, 'dataset\\magdalen_000870.jpg')
(2.2803356055446593, 'dataset\\new_000646.jpg')
(2.281591549033098, 'dataset\\magdalen_000647.jpg')
(2.2816569386417354, 'dataset\\oxford_003068.jpg')
(2.285718596454953, 'dataset\\christ_church_000885.jpg')
(2.286629892838854, 'dataset\\hertford_000066.jpg')
(2.287065467375957, 'dataset\\pitt_rivers_000017.jpg')
(2.288591448309369, 'dataset\\christ_church_000682.jpg')
(2.2939079322132745, 'dataset\\magdalen_000723.jpg')
(2.297132299425606, 'dataset\\magdalen_000764.jpg')
(2.29737440659497, 'dataset\\new_000340.jpg')
(2.2977310037742114, 'dataset\\all_souls_000188.jpg')
(2.2986112311496782, 'dataset\\pitt_rivers_000010.jpg')
(2.3009265220726394, 'dataset\\balliol_000164.jpg')
(2.301242035992414, 'dataset\\pitt_rivers_000164.jpg')
(2.3014735543502507, 'dataset\\balliol_000159.jpg')
(2.302794207954485, 'dataset\\balliol_000023.jpg')
(2.3043123773353877, 'dataset\\oxford_002197.jpg')
(2.304661411328614, 'dataset\\new_000987.jpg')
(2.305228083076494, 'dataset\\magdalen_000866.jpg')
(2.305955128790862, 'dataset\\oxford_001276.jpg')
(2.3078012216761064, 'dataset\\christ_church_000944.jpg')
(2.308000256072752, 'dataset\\pitt_rivers_000174.jpg')
(2.309493275752187, 'dataset\\christ_church_000626.jpg')
(2.311364024972635, 'dataset\\christ_church_000954.jpg')
(2.312121593787391, 'dataset\\christ_church_000360.jpg')
(2.312214703257538, 'dataset\\cornmarket_000022.jpg')
(2.3141306560063706, 'dataset\\oriel_000122.jpg')
(2.3227350245312723, 'dataset\\oxford_001240.jpg')
(2.3238135937093913, 'dataset\\magdalen_000861.jpg')
(2.3268342513465923, 'dataset\\magdalen_000617.jpg')
(2.33050185259653, 'dataset\\keble_000247.jpg')
(2.3325558659964214, 'dataset\\christ_church_000048.jpg')
(2.333055184336267, 'dataset\\magdalen_000873.jpg')
(2.336973254320204, 'dataset\\oxford_001904.jpg')
(2.337889671602494, 'dataset\\keble_000212.jpg')
(2.342746305878132, 'dataset\\oxford_000037.jpg')
(2.352643273548958, 'dataset\\keble_000230.jpg')
(2.353656794512999, 'dataset\\balliol_000012.jpg')
(2.356641337728468, 'dataset\\oxford_000440.jpg')
(2.3568315618266436, 'dataset\\oxford_001154.jpg')
(2.3585884644294617, 'dataset\\pitt_rivers_000172.jpg')
(2.363243254305862, 'dataset\\new_000230.jpg')
(2.3635639454438975, 'dataset\\magdalen_000572.jpg')
(2.366728022671896, 'dataset\\christ_church_000627.jpg')
(2.3672340942612644, 'dataset\\oxford_002149.jpg')
(2.3681481036319845, 'dataset\\pitt_rivers_000138.jpg')
(2.3705840596948993, 'dataset\\oxford_003576.jpg')
(2.3718612712338594, 'dataset\\christ_church_000575.jpg')
(2.3741659389243903, 'dataset\\magdalen_000478.jpg')
(2.3766933355752817, 'dataset\\pitt_rivers_000144.jpg')
(2.3798818922539025, 'dataset\\oxford_000573.jpg')
(2.3819942732579475, 'dataset\\magdalen_000753.jpg')
(2.3824721051855176, 'dataset\\oxford_002844.jpg')
(2.3830628507984395, 'dataset\\ashmolean_000184.jpg')
(2.384924434766644, 'dataset\\balliol_000154.jpg')
(2.3856159740315417, 'dataset\\trinity_000210.jpg')
(2.3863780946037627, 'dataset\\magdalen_000747.jpg')
(2.386460039555051, 'dataset\\oxford_002713.jpg')
(2.3874053061569707, 'dataset\\ashmolean_000331.jpg')
(2.3877520029651222, 'dataset\\balliol_000057.jpg')
(2.387834083966208, 'dataset\\oxford_000707.jpg')
(2.389912299012343, 'dataset\\keble_000242.jpg')
(2.390484825495831, 'dataset\\oxford_003455.jpg')
(2.3905683442487087, 'dataset\\ashmolean_000260.jpg')
(2.3932961692997314, 'dataset\\ashmolean_000233.jpg')
(2.3933602395124547, 'dataset\\christ_church_000790.jpg')
(2.395024274600336, 'dataset\\christ_church_000005.jpg')
(2.3951155567990443, 'dataset\\pitt_rivers_000163.jpg')
(2.3969813872938563, 'dataset\\oxford_002555.jpg')
(2.397786652742239, 'dataset\\trinity_000002.jpg')
(2.3979991806805963, 'dataset\\balliol_000105.jpg')
(2.3980803705602396, 'dataset\\oxford_001044.jpg')
(2.398426731865296, 'dataset\\new_000134.jpg')
(2.3993023989945628, 'dataset\\christ_church_000115.jpg')
(2.399607390563023, 'dataset\\radcliffe_camera_000324.jpg')
(2.4006967688908767, 'dataset\\oriel_000082.jpg')
(2.4008716078877455, 'dataset\\new_001063.jpg')
(2.4021016311151184, 'dataset\\magdalen_000259.jpg')
(2.402653821399053, 'dataset\\christ_church_000348.jpg')
(2.4039038984340375, 'dataset\\pitt_rivers_000198.jpg')
(2.4040124870338344, 'dataset\\christ_church_000014.jpg')
(2.4083486214839844, 'dataset\\keble_000093.jpg')
(2.4099287562579628, 'dataset\\oxford_000357.jpg')
(2.4099974193114533, 'dataset\\oxford_002860.jpg')
(2.4108249148069363, 'dataset\\magdalen_000672.jpg')
(2.411366244815523, 'dataset\\oxford_000170.jpg')
(2.4115957801363286, 'dataset\\oxford_002355.jpg')
(2.4117727755430094, 'dataset\\oxford_000403.jpg')
(2.4132659991771552, 'dataset\\oxford_000266.jpg')
(2.4195750443060504, 'dataset\\ashmolean_000287.jpg')
(2.42108887586835, 'dataset\\oxford_001556.jpg')
(2.422350147581956, 'dataset\\balliol_000083.jpg')
(2.423765189007819, 'dataset\\balliol_000162.jpg')
(2.424234428678521, 'dataset\\ashmolean_000269.jpg')
(2.427376630662051, 'dataset\\magdalen_000743.jpg')
(2.427447544264597, 'dataset\\oxford_000903.jpg')
(2.430908939856779, 'dataset\\magdalen_000645.jpg')
(2.4317721941109207, 'dataset\\balliol_000113.jpg')
(2.4326239275432395, 'dataset\\cornmarket_000098.jpg')
(2.436111782139996, 'dataset\\magdalen_000363.jpg')
(2.4368281858643552, 'dataset\\magdalen_000699.jpg')
(2.4382146493967407, 'dataset\\magdalen_000479.jpg')
(2.4390974124598404, 'dataset\\oxford_002597.jpg')
(2.440526113441323, 'dataset\\balliol_000035.jpg')
(2.4410318441930605, 'dataset\\oxford_001268.jpg')
(2.4442197016151828, 'dataset\\christ_church_000344.jpg')
(2.4455129212944686, 'dataset\\oxford_000584.jpg')
(2.4460514102068966, 'dataset\\christ_church_000145.jpg')
(2.446362326679011, 'dataset\\magdalen_000025.jpg')
(2.446490628756092, 'dataset\\keble_000241.jpg')
(2.4467008055249497, 'dataset\\christ_church_000134.jpg')
(2.447103379591534, 'dataset\\oxford_002704.jpg')
(2.4473200422817083, 'dataset\\pitt_rivers_000060.jpg')
(2.44734468729451, 'dataset\\oxford_000380.jpg')
(2.447432261603981, 'dataset\\christ_church_000842.jpg')
(2.4476153195470056, 'dataset\\new_000434.jpg')
(2.4481590249485805, 'dataset\\christ_church_000380.jpg')
(2.4504374835227813, 'dataset\\oxford_002496.jpg')
(2.451041963500501, 'dataset\\new_000070.jpg')
(2.4511541108049646, 'dataset\\christ_church_000323.jpg')
(2.451243813364096, 'dataset\\christ_church_001058.jpg')
(2.451858117705645, 'dataset\\jesus_000400.jpg')
(2.452436382213138, 'dataset\\balliol_000109.jpg')
(2.4540242378934827, 'dataset\\all_souls_000060.jpg')
(2.4566870163695023, 'dataset\\oxford_003303.jpg')
(2.4578562041836585, 'dataset\\oxford_000078.jpg')
(2.4581467050411576, 'dataset\\keble_000081.jpg')
(2.4606670850914774, 'dataset\\oxford_002202.jpg')
(2.4609400375396286, 'dataset\\oxford_000815.jpg')
(2.4634813107516202, 'dataset\\oxford_001121.jpg')
(2.463722467534895, 'dataset\\christ_church_000807.jpg')
(2.4645412540318796, 'dataset\\christ_church_000933.jpg')
(2.4658299787207647, 'dataset\\oxford_000580.jpg')
(2.465864266154537, 'dataset\\oxford_001648.jpg')
(2.466672840191708, 'dataset\\radcliffe_camera_000453.jpg')
(2.4670641103306226, 'dataset\\magdalen_000727.jpg')
(2.467150577227426, 'dataset\\radcliffe_camera_000170.jpg')
(2.4676098478691895, 'dataset\\ashmolean_000288.jpg')
(2.4691571434022626, 'dataset\\pitt_rivers_000002.jpg')
(2.4693857009593865, 'dataset\\oxford_002472.jpg')
(2.4700296891638494, 'dataset\\cornmarket_000026.jpg')
(2.4732101491088696, 'dataset\\magdalen_000007.jpg')
(2.473808654307934, 'dataset\\ashmolean_000016.jpg')
(2.478962389246418, 'dataset\\magdalen_000548.jpg')
(2.479226050703909, 'dataset\\christ_church_000293.jpg')
(2.479792052705374, 'dataset\\new_000550.jpg')
(2.480129676450707, 'dataset\\oxford_002409.jpg')
(2.4802270920852676, 'dataset\\magdalen_000728.jpg')
(2.482393167530213, 'dataset\\pitt_rivers_000012.jpg')
(2.482780059135004, 'dataset\\christ_church_000317.jpg')
(2.483331395491247, 'dataset\\pitt_rivers_000057.jpg')
(2.4840875360528005, 'dataset\\pitt_rivers_000146.jpg')
(2.484161161117953, 'dataset\\oxford_000331.jpg')
(2.4852127069368395, 'dataset\\oxford_003097.jpg')
(2.487635584785713, 'dataset\\pitt_rivers_000046.jpg')
